Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Sep 14, 1998",64.0 kg,117 W,197,Runner,Metric,mm/dd/YYYY,Week,English (US),1:49:00,Half Marathon,All
